subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category	score
P17612	P13569	UNIPROT	UNIPROT	PRKACA	CFTR	up-regulates	SIGNOR	SIGNOR	1716180	protein	protein	0.485
P42345	P35568	UNIPROT	UNIPROT	MTOR	IRS1	down-regulates activity	SIGNOR	SIGNOR	11287630	protein	protein	0.765
Q16539	P15923	UNIPROT	UNIPROT	MAPK14	TCF3	up-regulates activity	SIGNOR	SIGNOR	15719023	protein	protein	0.479
P08579	SIGNOR-C479	UNIPROT	SIGNOR	SNRPB2	U2 snRNP complex	form complex	SIGNOR	SIGNOR	30765414	protein	complex	0.704
P49841	P10636	UNIPROT	UNIPROT	GSK3B	MAPT	down-regulates	SIGNOR	SIGNOR	20679343	protein	protein	0.737
Q9BYF1	P01019-PRO_0000420660	UNIPROT	UNIPROT	ACE2	Angiotensin 1-7	up-regulates quantity	SIGNOR	SIGNOR	32201502	protein	protein	0.2
P00533	O15492	UNIPROT	UNIPROT	EGFR	RGS16	up-regulates	SIGNOR	SIGNOR	12588871	protein	protein	0.415
Q96BR1	Q9Y2I7	UNIPROT	UNIPROT	SGK3	PIKFYVE	up-regulates activity	SIGNOR	SIGNOR	22470488	protein	protein	0.461
P48729	P16220	UNIPROT	UNIPROT	CSNK1A1	CREB1	up-regulates activity	SIGNOR	SIGNOR	9931297	protein	protein	0.312
Q13535	Q8WXE1	UNIPROT	UNIPROT	ATR	ATRIP	up-regulates	SIGNOR	SIGNOR	15451423	protein	protein	0.878
CHEBI:34990	O15554	ChEBI	UNIPROT	TRAM-34	KCNN4	up-regulates	SIGNOR	SIGNOR	Other	chemical	protein	0.8
CHEBI:45307	Q00535	ChEBI	UNIPROT	seliciclib	CDK5	down-regulates	SIGNOR	SIGNOR	Other	chemical	protein	0.8
P51608	P03372	UNIPROT	UNIPROT	MECP2	ESR1	down-regulates quantity by repression	SIGNOR	SIGNOR	15870696	protein	protein	0.389
P78414	Q15818	UNIPROT	UNIPROT	IRX1	NPTX1	down-regulates quantity by repression	SIGNOR	SIGNOR	20440264	protein	protein	0.255
P60953	O95644	UNIPROT	UNIPROT	CDC42	NFATC1	up-regulates activity	SIGNOR	SIGNOR	18976935	protein	protein	0.276
P51168	CHEBI:29101	UNIPROT	ChEBI	SCNN1B	sodium(1+)	up-regulates quantity	SIGNOR	SIGNOR	26772908	protein	chemical	0.8
P08581	Q05397	UNIPROT	UNIPROT	MET	PTK2	up-regulates	SIGNOR	SIGNOR	16782899	protein	protein	0.496
Q8WU20	Q13588	UNIPROT	UNIPROT	FRS2	GRAP	up-regulates	SIGNOR	SIGNOR	11997436	protein	protein	0.339
P08047	Q16739	UNIPROT	UNIPROT	SP1	UGCG	up-regulates quantity by expression	SIGNOR	SIGNOR	15342415	protein	protein	0.2
P10275	SIGNOR-PH13	UNIPROT	SIGNOR	AR	Survival	up-regulates	SIGNOR	SIGNOR	15861399	protein	phenotype	0.7
P60484	P51149	UNIPROT	UNIPROT	PTEN	RAB7A	up-regulates activity	SIGNOR	SIGNOR	26869029	protein	protein	0.373
P60174	CHEBI:59776	UNIPROT	ChEBI	TPI1	D-glyceraldehyde 3-phosphate(2-)	up-regulates quantity	SIGNOR	SIGNOR	16051738	protein	smallmolecule	0.8
SIGNOR-PF80	SIGNOR-C418	SIGNOR	SIGNOR	PK	HIF-1 complex	up-regulates activity	SIGNOR	SIGNOR	21620138	proteinfamily	complex	0.389
SIGNOR-C221	P06396	SIGNOR	UNIPROT	Caspase 3 complex	GSN	down-regulates activity	SIGNOR	SIGNOR	9671712	complex	protein	0.638
P06493	Q9NXR1	UNIPROT	UNIPROT	CDK1	NDE1	up-regulates activity	SIGNOR	SIGNOR	12556484	protein	protein	0.653
Q15772	Q92736	UNIPROT	UNIPROT	SPEG	RYR2	down-regulates activity	SIGNOR	SIGNOR	32683896	protein	protein	0.248
P12931	P78536	UNIPROT	UNIPROT	SRC	ADAM17	up-regulates activity	SIGNOR	SIGNOR	25371038	protein	protein	0.459
P01008	P03951	UNIPROT	UNIPROT	SERPINC1	F11	down-regulates activity	SIGNOR	SIGNOR	31030036	protein	protein	0.655
Q9NRC8	Q9NR30	UNIPROT	UNIPROT	SIRT7	DDX21	up-regulates activity	SIGNOR	SIGNOR	28790157	protein	protein	0.26
P06239	P43403	UNIPROT	UNIPROT	LCK	ZAP70	up-regulates activity	SIGNOR	SIGNOR	8798643	protein	protein	0.618
P19474	P34897	UNIPROT	UNIPROT	TRIM21	SHMT2	down-regulates quantity	SIGNOR	SIGNOR	30367038	protein	protein	0.2
Q8IWV8	Q9H410	UNIPROT	UNIPROT	UBR2	DSN1	down-regulates quantity	SIGNOR	SIGNOR	23408894	protein	protein	0.2
Q7Z589	P83916	UNIPROT	UNIPROT	EMSY	CBX1	up-regulates activity	SIGNOR	SIGNOR	14651845	protein	protein	0.2
P00519	Q13671	UNIPROT	UNIPROT	ABL1	RIN1	up-regulates	SIGNOR	SIGNOR	9144171	protein	protein	0.75
Q15744	P02788	UNIPROT	UNIPROT	CEBPE	LTF	up-regulates quantity by expression	SIGNOR	SIGNOR	15588942	protein	protein	0.369
P62714	O14920	UNIPROT	UNIPROT	PPP2CB	IKBKB	down-regulates activity	SIGNOR	SIGNOR	19607706	protein	protein	0.26
P07949	P27361	UNIPROT	UNIPROT	RET	MAPK3	up-regulates	SIGNOR	SIGNOR	16153436	protein	protein	0.434
SIGNOR-C495	P61077	SIGNOR	UNIPROT	Ub:E1 (UBA1 substrate)	UBE2D3	up-regulates activity	SIGNOR	SIGNOR	34199813	complex	protein	0.838
Q9UMX1	P10071	UNIPROT	UNIPROT	SUFU	GLI3	up-regulates quantity by stabilization	SIGNOR	SIGNOR	20463034	protein	protein	0.889
P00533	P23458	UNIPROT	UNIPROT	EGFR	JAK1	up-regulates activity	SIGNOR	SIGNOR	15284024	protein	protein	0.631
P37231	P35222	UNIPROT	UNIPROT	PPARG	CTNNB1	down-regulates quantity by repression	SIGNOR	SIGNOR	20303941	protein	protein	0.539
Q9UK97	SIGNOR-C529	UNIPROT	SIGNOR	FBXO9	Cullin 1-RBX1-Skp1	down-regulates activity	SIGNOR	SIGNOR	23263282	protein	complex	0.67
P12931	Q9UJM3	UNIPROT	UNIPROT	SRC	ERRFI1	down-regulates activity	SIGNOR	SIGNOR	26280531	protein	protein	0.415
P12931	Q08050	UNIPROT	UNIPROT	SRC	FOXM1	up-regulates activity	SIGNOR	SIGNOR	19665017	protein	protein	0.324
P12931	Q14653	UNIPROT	UNIPROT	SRC	IRF3	up-regulates activity	SIGNOR	SIGNOR	35468896	protein	protein	0.314
Q9UQM7	P00533	UNIPROT	UNIPROT	CAMK2A	EGFR	down-regulates activity	SIGNOR	SIGNOR	10347170	protein	protein	0.372
P27361	P49407	UNIPROT	UNIPROT	MAPK3	ARRB1	down-regulates	SIGNOR	SIGNOR	19153083	protein	protein	0.715
P12931	O14920	UNIPROT	UNIPROT	SRC	IKBKB	up-regulates	SIGNOR	SIGNOR	12645577	protein	protein	0.363
P48431	O15438	UNIPROT	UNIPROT	SOX2	ABCC3	up-regulates quantity by expression	SIGNOR	SIGNOR	21531766	protein	protein	0.293
P19793	P37231	UNIPROT	UNIPROT	RXRA	PPARG	up-regulates	SIGNOR	SIGNOR	11237216	protein	protein	0.743
Q9UBK2	P07203	UNIPROT	UNIPROT	PPARGC1A	GPX1	up-regulates	SIGNOR	SIGNOR	18074631	protein	protein	0.315
P45452	P02679	UNIPROT	UNIPROT	MMP13	FGG	down-regulates quantity by destabilization	SIGNOR	SIGNOR	10930399	protein	protein	0.2
Q9Y535	SIGNOR-C389	UNIPROT	SIGNOR	POLR3H	RNA Polymerase III	form complex	SIGNOR	SIGNOR	12391170	protein	complex	0.866
P06239	P14784	UNIPROT	UNIPROT	LCK	IL2RB	unknown	SIGNOR	SIGNOR	10214954	protein	protein	0.643
Q9HB03	CHEBI:50583	UNIPROT	ChEBI	ELOVL3	3-hydroxyoctadecanoyl-CoA	up-regulates quantity	SIGNOR	SIGNOR	31616255	protein	smallmolecule	0.8
P12931	Q14653	UNIPROT	UNIPROT	SRC	IRF3	up-regulates activity	SIGNOR	SIGNOR	35468896	protein	protein	0.314
O95125	Q8WZA1	UNIPROT	UNIPROT	ZNF202	POMGNT1	down-regulates quantity by repression	SIGNOR	SIGNOR	22419172	protein	protein	0.249
P12931	P35968	UNIPROT	UNIPROT	SRC	KDR	up-regulates activity	SIGNOR	SIGNOR	19050761	protein	protein	0.614
P12931	Q07666	UNIPROT	UNIPROT	SRC	KHDRBS1	up-regulates activity	SIGNOR	SIGNOR	15039213	protein	protein	0.825
P12931	O15259	UNIPROT	UNIPROT	SRC	NPHP1	up-regulates activity	SIGNOR	SIGNOR	21357692	protein	protein	0.297
P12931	Q13308	UNIPROT	UNIPROT	SRC	PTK7	up-regulates activity	SIGNOR	SIGNOR	24703874	protein	protein	0.279
P12931	P15498	UNIPROT	UNIPROT	SRC	VAV1	up-regulates activity	SIGNOR	SIGNOR	28930674	protein	protein	0.368
P06493	P06748	UNIPROT	UNIPROT	CDK1	NPM1	down-regulates activity	SIGNOR	SIGNOR	12058066	protein	protein	0.519
O00192	P22223	UNIPROT	UNIPROT	ARVCF	CDH3	up-regulates quantity by stabilization	SIGNOR	SIGNOR	14610055	protein	protein	0.327
P28062	Q07820	UNIPROT	UNIPROT	PSMB8	MCL1	down-regulates quantity by destabilization	SIGNOR	SIGNOR	19443843	protein	protein	0.2
P53041	Q99683	UNIPROT	UNIPROT	PPP5C	MAP3K5	down-regulates activity	SIGNOR	SIGNOR	11689443	protein	protein	0.597
O14733	P45984	UNIPROT	UNIPROT	MAP2K7	MAPK9	up-regulates activity	SIGNOR	SIGNOR	11062067	protein	protein	0.637
O14497	SIGNOR-C486	UNIPROT	SIGNOR	ARID1A	Brain-specific SWI/SNF SMARCA4 variant	form complex	SIGNOR	SIGNOR	11790558	protein	complex	0.766
CHEBI:51098	P17948	ChEBI	UNIPROT	motesanib	FLT1	down-regulates	SIGNOR	SIGNOR	Other	chemical	protein	0.8
P09669	SIGNOR-C280	UNIPROT	SIGNOR	COX6C	Mitochondrial respiratory chain complex IV	form complex	SIGNOR	SIGNOR	30030361	protein	complex	0.747
P45983	Q9NRA8	UNIPROT	UNIPROT	MAPK8	EIF4ENIF1	up-regulates	SIGNOR	SIGNOR	22966201	protein	protein	0.322
O43781	SIGNOR-C3	UNIPROT	SIGNOR	DYRK3	mTORC1	down-regulates	SIGNOR	SIGNOR	23415227	protein	complex	0.288
P49841	Q13144	UNIPROT	UNIPROT	GSK3B	EIF2B5	down-regulates	SIGNOR	SIGNOR	21798082	protein	protein	0.578
P23458	P35568	UNIPROT	UNIPROT	JAK1	IRS1	up-regulates activity	SIGNOR	SIGNOR	9305869	protein	protein	0.708
SIGNOR-C497	Q9BV68	SIGNOR	UNIPROT	Ub:E2	RNF126	up-regulates activity	SIGNOR	SIGNOR	34199813	complex	protein	0.2
O43148	SIGNOR-PH178	UNIPROT	SIGNOR	RNMT	mRNA_capping	up-regulates	SIGNOR	SIGNOR	26942677	protein	phenotype	0.7
P39905	P41134	UNIPROT	UNIPROT	GDNF	ID1	up-regulates quantity by expression	SIGNOR	SIGNOR	15212950	protein	protein	0.2
P12931	P40337	UNIPROT	UNIPROT	SRC	VHL	down-regulates quantity by destabilization	SIGNOR	SIGNOR	21212839	protein	protein	0.29
P12931	P43403	UNIPROT	UNIPROT	SRC	ZAP70	up-regulates activity	SIGNOR	SIGNOR	34161759	protein	protein	0.477
Q9Y6E0	Q05209	UNIPROT	UNIPROT	STK24	PTPN12	down-regulates activity	SIGNOR	SIGNOR	26910843	protein	protein	0.271
Q9UEW8	O95863	UNIPROT	UNIPROT	STK39	SNAI1	up-regulates activity	SIGNOR	SIGNOR	34335956	protein	protein	0.2
P43405	P15311	UNIPROT	UNIPROT	SYK	EZR	up-regulates activity	SIGNOR	SIGNOR	23703860	protein	protein	0.447
Q9UHD2	Q99607	UNIPROT	UNIPROT	TBK1	ELF4	up-regulates activity	SIGNOR	SIGNOR	24185615	protein	protein	0.361
Q02763	P42224	UNIPROT	UNIPROT	TEK	STAT1	up-regulates activity	SIGNOR	SIGNOR	18401423	protein	protein	0.301
P33981	P10636	UNIPROT	UNIPROT	TTK	MAPT	up-regulates activity	SIGNOR	SIGNOR	11257498	protein	protein	0.2
SIGNOR-C457	P24928	SIGNOR	UNIPROT	TFIIH	POLR2A	down-regulates quantity by destabilization	SIGNOR	SIGNOR	14662762	complex	protein	0.727
Q9UBI6	P31751	UNIPROT	UNIPROT	GNG12	AKT2	up-regulates	SIGNOR	SIGNOR	16293724	protein	protein	0.411
Q8NFF2	CHEBI:29101	UNIPROT	ChEBI	SLC24A4	sodium(1+)	up-regulates quantity	SIGNOR	SIGNOR	30173760	protein	chemical	0.8
SIGNOR-PF17	Q9HBA0	SIGNOR	UNIPROT	PKA	TRPV4	up-regulates activity	SIGNOR	SIGNOR	19661060	proteinfamily	protein	0.2
P07766	SIGNOR-C432	UNIPROT	SIGNOR	CD3E	CD3	form complex	SIGNOR	SIGNOR	12507424	protein	complex	0.807
O15530	SIGNOR-PF24	UNIPROT	SIGNOR	PDPK1	AKT	up-regulates activity	SIGNOR	SIGNOR	9512493	protein	proteinfamily	0.749
Q13535	Q8N163	UNIPROT	UNIPROT	ATR	CCAR2	up-regulates activity	SIGNOR	SIGNOR	22735644	protein	protein	0.437
Q00535	O60331	UNIPROT	UNIPROT	CDK5	PIP5K1C	down-regulates	SIGNOR	SIGNOR	15738269	protein	protein	0.365
P62714	Q12933	UNIPROT	UNIPROT	PPP2CB	TRAF2	down-regulates activity	SIGNOR	SIGNOR	17188031	protein	protein	0.2
P07919	SIGNOR-C279	UNIPROT	SIGNOR	UQCRH	Mitochondrial respiratory chain complex III	form complex	SIGNOR	SIGNOR	30030361	protein	complex	0.911
Q14493	Q99880	UNIPROT	UNIPROT	SLBP	H2BC13	up-regulates quantity by expression	SIGNOR	SIGNOR	19155325	protein	protein	0.2
P29597	P52630	UNIPROT	UNIPROT	TYK2	STAT2	up-regulates activity	SIGNOR	SIGNOR	27782195	protein	protein	0.788
P0C1S8	P06493	UNIPROT	UNIPROT	WEE2	CDK1	down-regulates activity	SIGNOR	SIGNOR	11029659	protein	protein	0.586
P00519	Q13148	UNIPROT	UNIPROT	ABL1	TARDBP	up-regulates quantity	SIGNOR	SIGNOR	36552734	protein	protein	0.2
P31749	P28482	UNIPROT	UNIPROT	AKT1	MAPK1	up-regulates activity	SIGNOR	SIGNOR	20693286	protein	protein	0.532
P31751	Q15672	UNIPROT	UNIPROT	AKT2	TWIST1	up-regulates activity	SIGNOR	SIGNOR	26759241	protein	protein	0.398
Q13315	Q15911	UNIPROT	UNIPROT	ATM	ZFHX3	up-regulates activity	SIGNOR	SIGNOR	21729327	protein	protein	0.346
O14965	Q99661	UNIPROT	UNIPROT	AURKA	KIF2C	down-regulates activity	SIGNOR	SIGNOR	18434591	protein	protein	0.584
Q9BZL6	Q9GZY8	UNIPROT	UNIPROT	PRKD2	MFF	up-regulates activity	SIGNOR	SIGNOR	34010649	protein	protein	0.2
P42772	SIGNOR-PH4	UNIPROT	SIGNOR	CDKN2B	Proliferation	down-regulates	SIGNOR	SIGNOR	14681685	protein	phenotype	0.7
CHEBI:9445	P35348	ChEBI	UNIPROT	terazosin	ADRA1A	down-regulates activity	SIGNOR	SIGNOR	9379432	chemical	protein	0.8
Q00535	Q9GZM8	UNIPROT	UNIPROT	CDK5	NDEL1	up-regulates activity	SIGNOR	SIGNOR	12796778	protein	protein	0.771
SIGNOR-PF29	O15105	SIGNOR	UNIPROT	SMURF	SMAD7	down-regulates activity	SIGNOR	SIGNOR	12519765	proteinfamily	protein	0.2
SIGNOR-C15	Q8N122	SIGNOR	UNIPROT	AMPK	RPTOR	down-regulates	SIGNOR	SIGNOR	18439900	complex	protein	0.52
Q92630	Q14195	UNIPROT	UNIPROT	DYRK2	DPYSL3	up-regulates activity	SIGNOR	SIGNOR	16611631	protein	protein	0.363
P03956	P02461	UNIPROT	UNIPROT	MMP1	COL3A1	down-regulates quantity by destabilization	SIGNOR	SIGNOR	17318226	protein	protein	0.35
P24158	P55085	UNIPROT	UNIPROT	PRTN3	F2RL1	down-regulates activity	SIGNOR	SIGNOR	10978167	protein	protein	0.374
Q16566	P49841	UNIPROT	UNIPROT	CAMK4	GSK3B	down-regulates activity	SIGNOR	SIGNOR	32531122	protein	protein	0.264
P06493	Q9UKT4	UNIPROT	UNIPROT	CDK1	FBXO5	down-regulates quantity by destabilization	SIGNOR	SIGNOR	12791267	protein	protein	0.752
P06493	Q9HCH0	UNIPROT	UNIPROT	CDK1	NCKAP5L	down-regulates activity	SIGNOR	SIGNOR	26549230	protein	protein	0.2
P06493	Q15468	UNIPROT	UNIPROT	CDK1	STIL	down-regulates activity	SIGNOR	SIGNOR	27112295	protein	protein	0.319
P24941	P09874	UNIPROT	UNIPROT	CDK2	PARP1	up-regulates activity	SIGNOR	SIGNOR	22948662	protein	protein	0.357
P24941	P29350	UNIPROT	UNIPROT	CDK2	PTPN6	down-regulates quantity by destabilization	SIGNOR	SIGNOR	18617527	protein	protein	0.287
P11802	P43694	UNIPROT	UNIPROT	CDK4	GATA4	up-regulates activity	SIGNOR	SIGNOR	25241353	protein	protein	0.356
Q05639	CHEBI:29163	UNIPROT	ChEBI	EEF1A2	Thr-tRNA(Thr)	up-regulates	SIGNOR	SIGNOR	23699257	protein	smallmolecule	0.8
Q16539	P84022	UNIPROT	UNIPROT	MAPK14	SMAD3	up-regulates activity	SIGNOR	SIGNOR	15520018	protein	protein	0.537
P51793	CHEBI:17996	UNIPROT	ChEBI	CLCN4	chloride	down-regulates quantity	SIGNOR	SIGNOR	28972156	protein	smallmolecule	0.8
SIGNOR-C130	Q8N726	SIGNOR	UNIPROT	Polycomb repressive complex 2	CDKN2A	down-regulates quantity by repression	SIGNOR	SIGNOR	22469984	complex	protein	0.338
P00558	P00558	UNIPROT	UNIPROT	PGK1	PGK1	up-regulates activity	SIGNOR	SIGNOR	31492635	protein	protein	0.2
Q99942	P49023	UNIPROT	UNIPROT	RNF5	PXN	down-regulates quantity	SIGNOR	SIGNOR	12861019	protein	protein	0.407
SIGNOR-PH84	SIGNOR-PH199	SIGNOR	SIGNOR	Actin_cytoskeleton_reorganization	Axonal_growth_cone_formation	up-regulates	SIGNOR	SIGNOR	21106647	phenotype	phenotype	0.7
P27361	P07101	UNIPROT	UNIPROT	MAPK3	TH	up-regulates	SIGNOR	SIGNOR	7901013	protein	protein	0.482
P49840	P52630	UNIPROT	UNIPROT	GSK3A	STAT2	down-regulates quantity by destabilization	SIGNOR	SIGNOR	31843895	protein	protein	0.264
Q00535	Q8IWU2	UNIPROT	UNIPROT	CDK5	LMTK2	up-regulates	SIGNOR	SIGNOR	22220831	protein	protein	0.498
CID:11676971	P36888	PUBCHEM	UNIPROT	JNJ-28312141 free base	FLT3	down-regulates activity	SIGNOR	SIGNOR	22037378	chemical	protein	0.8
Q00535	P78352	UNIPROT	UNIPROT	CDK5	DLG4	down-regulates activity	SIGNOR	SIGNOR	28502042	protein	protein	0.654
Q00535	P78352	UNIPROT	UNIPROT	CDK5	DLG4	down-regulates activity	SIGNOR	SIGNOR	28502042	protein	protein	0.654
Q00535	P78352	UNIPROT	UNIPROT	CDK5	DLG4	down-regulates activity	SIGNOR	SIGNOR	28502042	protein	protein	0.654
Q00535	O14490	UNIPROT	UNIPROT	CDK5	DLGAP1	down-regulates quantity by destabilization	SIGNOR	SIGNOR	21829588	protein	protein	0.408
Q00535	P63167	UNIPROT	UNIPROT	CDK5	DYNLL1	up-regulates activity	SIGNOR	SIGNOR	25452387	protein	protein	0.2
P10589	P22888	UNIPROT	UNIPROT	NR2F1	LHCGR	down-regulates quantity by repression	SIGNOR	SIGNOR	10644740	protein	protein	0.274
CHEBI:16038	SIGNOR-C410	ChEBI	SIGNOR	phosphatidylethanolamine	Outer_mitochondrial_membrane	form complex	SIGNOR	SIGNOR	25627476	chemical	complex	0.8
Q14526	Q14114	UNIPROT	UNIPROT	HIC1	LRP8	down-regulates quantity by repression	SIGNOR	SIGNOR	24076391	protein	protein	0.2
P28482	P01100	UNIPROT	UNIPROT	MAPK1	FOS	up-regulates activity	SIGNOR	SIGNOR	16055710	protein	protein	0.791
Q13950	P08253	UNIPROT	UNIPROT	RUNX2	MMP2	up-regulates quantity by expression	SIGNOR	SIGNOR	22641097	protein	protein	0.328
SIGNOR-C38	P24928	SIGNOR	UNIPROT	CyclinK/CDK13	POLR2A	up-regulates activity	SIGNOR	SIGNOR	32917631	complex	protein	0.633
SIGNOR-C104	P05538	SIGNOR	UNIPROT	RFX complex	HLA-DQB2	up-regulates quantity by expression	SIGNOR	SIGNOR	11258423	complex	protein	0.2
SIGNOR-C457	P24928	SIGNOR	UNIPROT	TFIIH	POLR2A	up-regulates activity	SIGNOR	SIGNOR	24746699	complex	protein	0.727
SIGNOR-C15	Q96LA8	SIGNOR	UNIPROT	AMPK	PRMT6	down-regulates activity	SIGNOR	SIGNOR	30420520	complex	protein	0.2
P49841	O75030	UNIPROT	UNIPROT	GSK3B	MITF	up-regulates quantity by stabilization	SIGNOR	SIGNOR	25605940	protein	protein	0.436
SIGNOR-PF15	P05412	SIGNOR	UNIPROT	JNK	JUN	up-regulates activity	SIGNOR	SIGNOR	9405416	proteinfamily	protein	0.2
Q14031	SIGNOR-C160	UNIPROT	SIGNOR	COL4A6	A2/b1 integrin	up-regulates activity	SIGNOR	SIGNOR	12123670	protein	complex	0.444
P50750	P24928	UNIPROT	UNIPROT	CDK9	POLR2A	up-regulates	SIGNOR	SIGNOR	24385927	protein	protein	0.777
Q00535	P04626	UNIPROT	UNIPROT	CDK5	ERBB2	up-regulates activity	SIGNOR	SIGNOR	26509276	protein	protein	0.274
Q00535	Q96PV0	UNIPROT	UNIPROT	CDK5	SYNGAP1	up-regulates activity	SIGNOR	SIGNOR	26912996	protein	protein	0.383
Q00534	P14618	UNIPROT	UNIPROT	CDK6	PKM	down-regulates activity	SIGNOR	SIGNOR	28607489	protein	protein	0.259
O14757	Q92934	UNIPROT	UNIPROT	CHEK1	BAD	down-regulates activity	SIGNOR	SIGNOR	15736430	protein	protein	0.2
Q8TDI8	SIGNOR-C290	UNIPROT	SIGNOR	TMC1	Hair cells mechanotransduction channel	form complex	SIGNOR	SIGNOR	23217710	protein	complex	0.39
P01303	P50391	UNIPROT	UNIPROT	NPY	NPY4R	up-regulates	SIGNOR	SIGNOR	7592911	protein	protein	0.691
O43676	SIGNOR-C277	UNIPROT	SIGNOR	NDUFB3	Mitochondrial respiratory chain complex I	form complex	SIGNOR	SIGNOR	30030361	protein	complex	0.809
Q14493	Q99879	UNIPROT	UNIPROT	SLBP	H2BC14	up-regulates quantity by expression	SIGNOR	SIGNOR	19155325	protein	protein	0.2
Q9UJU2	Q9H161	UNIPROT	UNIPROT	LEF1	ALX4	up-regulates quantity by expression	SIGNOR	SIGNOR	11696550	protein	protein	0.446
P18850	Q02818	UNIPROT	UNIPROT	ATF6	NUCB1	up-regulates quantity by expression	SIGNOR	SIGNOR	17686766	protein	protein	0.352
O14920	P25963	UNIPROT	UNIPROT	IKBKB	NFKBIA	down-regulates quantity by destabilization	SIGNOR	SIGNOR	11815618	protein	protein	0.922
SIGNOR-PF7	P46937	SIGNOR	UNIPROT	14-3-3	YAP1	down-regulates	SIGNOR	SIGNOR	12535517	proteinfamily	protein	0.2
P49336	Q15797	UNIPROT	UNIPROT	CDK8	SMAD1	down-regulates	SIGNOR	SIGNOR	19914161	protein	protein	0.383
P01583	P01011	UNIPROT	UNIPROT	IL1A	SERPINA3	up-regulates quantity by expression	SIGNOR	SIGNOR	11027208	protein	protein	0.2
P35790	P35222	UNIPROT	UNIPROT	CHKA	CTNNB1	down-regulates activity	SIGNOR	SIGNOR	11818547	protein	protein	0.286
P35790	Q9H6E5	UNIPROT	UNIPROT	CHKA	TUT1	up-regulates activity	SIGNOR	SIGNOR	21729869	protein	protein	0.2
P41240	Q00987	UNIPROT	UNIPROT	CSK	MDM2	up-regulates activity	SIGNOR	SIGNOR	25624478	protein	protein	0.2
P41240	Q00987	UNIPROT	UNIPROT	CSK	MDM2	up-regulates activity	SIGNOR	SIGNOR	25624478	protein	protein	0.2
P48730	Q15691	UNIPROT	UNIPROT	CSNK1D	MAPRE1	up-regulates activity	SIGNOR	SIGNOR	22123863	protein	protein	0.503
Q13627	Q13247	UNIPROT	UNIPROT	DYRK1A	SRSF6	up-regulates activity	SIGNOR	SIGNOR	27049307	protein	protein	0.432
O43781	Q96B36	UNIPROT	UNIPROT	DYRK3	AKT1S1	down-regulates activity	SIGNOR	SIGNOR	23415227	protein	protein	0.339
P00533	P35637	UNIPROT	UNIPROT	EGFR	FUS	up-regulates activity	SIGNOR	SIGNOR	32678881	protein	protein	0.259
P00533	P09874	UNIPROT	UNIPROT	EGFR	PARP1	up-regulates activity	SIGNOR	SIGNOR	30573522	protein	protein	0.394
P06493	P30307	UNIPROT	UNIPROT	CDK1	CDC25C	up-regulates	SIGNOR	SIGNOR	10037602	protein	protein	0.857
Q12778	P40763	UNIPROT	UNIPROT	FOXO1	STAT3	down-regulates activity	SIGNOR	SIGNOR	25510553	protein	protein	0.595
SIGNOR-PF53	P08183	SIGNOR	UNIPROT	PKC	ABCB1	up-regulates activity	SIGNOR	SIGNOR	24333728	proteinfamily	protein	0.2
O00358	P28360	UNIPROT	UNIPROT	FOXE1	MSX1	up-regulates quantity by expression	SIGNOR	SIGNOR	21177256	protein	protein	0.384
P25098	Q14940	UNIPROT	UNIPROT	GRK2	SLC9A5	down-regulates activity	SIGNOR	SIGNOR	21296876	protein	protein	0.2
Q9Y2A9	Q9NZQ7	UNIPROT	UNIPROT	B3GNT3	CD274	up-regulates activity	SIGNOR	SIGNOR	29438695	protein	protein	0.2
P28482	Q8N122	UNIPROT	UNIPROT	MAPK1	RPTOR	unknown	SIGNOR	SIGNOR	21071439	protein	protein	0.518
P28482	P10828	UNIPROT	UNIPROT	MAPK1	THRB	down-regulates activity	SIGNOR	SIGNOR	12809513	protein	protein	0.411
P19525	Q9UQ80	UNIPROT	UNIPROT	EIF2AK2	PA2G4	up-regulates activity	SIGNOR	SIGNOR	16631606	protein	protein	0.243
P29323	O43795	UNIPROT	UNIPROT	EPHB2	MYO1B	up-regulates activity	SIGNOR	SIGNOR	26195670	protein	protein	0.2
P54760	P29474	UNIPROT	UNIPROT	EPHB4	NOS3	up-regulates activity	SIGNOR	SIGNOR	26817610	protein	protein	0.311
Q8IXL6	Q13586	UNIPROT	UNIPROT	FAM20C	STIM1	up-regulates activity	SIGNOR	SIGNOR	30520731	protein	protein	0.2
P11362	O15530	UNIPROT	UNIPROT	FGFR1	PDPK1	up-regulates activity	SIGNOR	SIGNOR	22195962	protein	protein	0.2
P11362	P18669	UNIPROT	UNIPROT	FGFR1	PGAM1	up-regulates activity	SIGNOR	SIGNOR	23653202	protein	protein	0.33
P22607	O43318	UNIPROT	UNIPROT	FGFR3	MAP3K7	up-regulates activity	SIGNOR	SIGNOR	24466111	protein	protein	0.293
P25098	Q13371	UNIPROT	UNIPROT	GRK2	PDCL	down-regulates activity	SIGNOR	SIGNOR	10884381	protein	protein	0.2
SIGNOR-PH92	P05231	SIGNOR	UNIPROT	Degranulation	IL6	up-regulates quantity	SIGNOR	SIGNOR	24232182	phenotype	protein	0.7
P19484	P10619	UNIPROT	UNIPROT	TFEB	CTSA	up-regulates quantity by expression	SIGNOR	SIGNOR	28552616	protein	protein	0.298
